"","dim","fid","BSqi","BSrr","CMA_CSA","fmincon","fminunc","HCMA","HMLSL","IPOP400D","MCS","MLSL","OQNLP","SMAC_BBOB"
"72",5,24,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,1,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"73",10,1,2.42857142857143,2.42857142857143,26.6964285714286,2.20535714285714,1.02678571428571,1,2.20535714285714,22.5892857142857,2.23214285714286,2.20535714285714,1.97321428571429,6.54464285714286
"74",10,2,1,1.47334754797441,38.362473347548,7.09381663113006,27.2409381663113,3.727078891258,7.2409381663113,81.4285714285714,15.3880597014925,7.2409381663113,6.02132196162047,36690.3225806452
"75",10,3,1.02674307545368,1,36690.3225806452,36690.3225806452,36690.3225806452,2.03120025469596,118.006473522233,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"76",10,4,1.22326278329275,1,36690.3225806452,36690.3225806452,36690.3225806452,4.01442217643754,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"77",10,5,2.296875,2.296875,9.0625,9.53125,4.375,2.9375,9.53125,9.515625,1.578125,9.53125,2.65625,1
"78",10,6,36690.3225806452,36690.3225806452,1.21200051394064,1.10844147500964,2.38635487601182,1.82089168701015,1,1.2267763073365,58.1279712193242,1,3.15199794423744,36690.3225806452
"79",10,7,36690.3225806452,36690.3225806452,1.20750440695039,36690.3225806452,36690.3225806452,1,12.6919541677159,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"80",10,8,36690.3225806452,184.471844660194,4.3568932038835,1.10854368932039,1.29961165048544,1.73631067961165,1.50368932038835,6.59838187702265,1.5178640776699,1.11611650485437,1,36690.3225806452
"81",10,9,36690.3225806452,36690.3225806452,10.4287153652393,1.19445843828715,1,4.06498740554156,1.20100755667506,29.5642317380353,2.50176322418136,1.20100755667506,1.04937027707809,36690.3225806452
"82",10,10,36690.3225806452,36690.3225806452,7.55807002561913,1.19513236549957,8.69299743808711,1.78778821520068,1,36690.3225806452,36690.3225806452,1,13.1251067463706,36690.3225806452
"83",10,11,36690.3225806452,36690.3225806452,14.0910151691949,1.01050175029172,64.1353558926488,4.9708284714119,1,33.4816219369895,36690.3225806452,1,29.3640606767795,36690.3225806452
"84",10,12,36690.3225806452,36690.3225806452,7.91992842764482,1.36188772086781,1,1.27980317602326,1.3545068217401,23.4008051889958,18.7213151420264,1.3545068217401,13.6448221874301,36690.3225806452
"85",10,13,36690.3225806452,36690.3225806452,7.23377703826955,1.01719356627842,1.34969495285635,1.01275651691625,1,10.1853392493992,36690.3225806452,1,2.77814753189129,36690.3225806452
"86",10,14,34.9700272479564,37.5313351498638,5.29564032697548,1,1.73024523160763,4.7275204359673,1,5.14713896457766,3.88283378746594,1,1.17302452316076,36690.3225806452
"87",10,15,36690.3225806452,36690.3225806452,1.12187332939422,36690.3225806452,36690.3225806452,1,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"88",10,16,36690.3225806452,36690.3225806452,1.92838516460366,36690.3225806452,36690.3225806452,1,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"89",10,17,36690.3225806452,36690.3225806452,3.31438689685702,36690.3225806452,36690.3225806452,5.57367566769957,18.6981850376273,1,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"90",10,18,36690.3225806452,36690.3225806452,1.09236220472441,36690.3225806452,36690.3225806452,1,52.9648818897638,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"91",10,19,36690.3225806452,36690.3225806452,1,36690.3225806452,36690.3225806452,1.51259089563043,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"92",10,20,36690.3225806452,36690.3225806452,2.07031214330284,36690.3225806452,36690.3225806452,4.44494041730714,1,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"93",10,21,36690.3225806452,73.8370738937116,17.2145176088644,2.36756298962524,2.88418378149481,106.072094008046,2.18738090196909,2.68738090196909,14.5733643870421,1,1.22496294727927,36690.3225806452
"94",10,22,36690.3225806452,36690.3225806452,36690.3225806452,2.82750421843841,1.26614511428133,5.70509280564504,1.47712455898144,36690.3225806452,9.01863782788771,1,2.55704479214603,36690.3225806452
"95",10,23,36690.3225806452,36690.3225806452,29.3845241870932,36690.3225806452,36690.3225806452,1,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
"96",10,24,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,1,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452,36690.3225806452
